BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
BRONX,10453,40.855385,-73.9181,2.0,0.0,0,0,0,0,2,0,Pavement Slippery,Taxi,2018-07-15 03:52:00
QUEENS,11368,40.739075,-73.8475,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 17:35:00
BROOKLYN,11207,40.655983,-73.897575,1.0,0.0,0,0,0,0,1,0,Unspecified,Ambulance,2018-07-22 15:15:00
QUEENS,11691.0,40.60104,-73.7559,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-12 21:55:00
MANHATTAN,10014.0,40.731926,-74.00081,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 20:55:00
QUEENS,11370,40.768913,-73.88873,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-07-17 06:20:00
MANHATTAN,10065.0,40.762486,-73.96298,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-12 22:50:00
MANHATTAN,10002,40.710464,-73.986626,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-22 00:00:00
MANHATTAN,10022.0,40.75738,-73.966705,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-24 11:53:00
MANHATTAN,10002.0,40.718792,-73.98902,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-07 01:10:00
MANHATTAN,10017.0,40.751896,-73.97365,2.0,0.0,2,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-07 00:52:00
MANHATTAN,10017,40.748825,-73.96984,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-16 20:10:00
MANHATTAN,10119.0,40.750656,-73.99088,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-15 19:00:00
MANHATTAN,10013.0,40.718456,-73.99482,2.0,0.0,0,0,0,0,2,0,Brakes Defective,Taxi,2018-07-06 00:45:00
MANHATTAN,10011.0,40.742832,-74.00771,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-14 21:09:00
MANHATTAN,10178,40.749603,-73.97951,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-17 17:00:00
BROOKLYN,11232,40.66457,-73.99713,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-22 05:20:00
BRONX,10467.0,40.882126,-73.858284,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Fire truck,2018-07-17 15:00:00
MANHATTAN,10018,40.751575,-73.982285,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-06 17:12:00
MANHATTAN,10011.0,40.743446,-74.00355,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-07 19:20:00
BRONX,10475.0,40.867886,-73.83129,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-07-16 03:00:00
BRONX,10457,40.845028,-73.90484,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-19 23:20:00
BROOKLYN,11201,40.700577,-73.98483,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-08 04:30:00
MANHATTAN,10011.0,40.74347,-74.00725,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-18 19:23:00
MANHATTAN,10036.0,40.757065,-73.978294,1.0,0.0,0,0,1,0,0,0,Passenger Distraction,Taxi,2018-07-10 12:56:00
MANHATTAN,10011.0,40.74649,-74.001335,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-08 21:14:00
BROOKLYN,11234.0,40.618668,-73.918175,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-14 18:45:00
QUEENS,11385.0,40.704266,-73.89185,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-08 20:00:00
BROOKLYN,11213,40.67973,-73.9374,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-21 02:29:00
MANHATTAN,10013.0,40.71969,-73.99829,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 21:05:00
MANHATTAN,10017,40.75076,-73.96843,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-24 10:00:00
MANHATTAN,10036.0,40.757683,-73.984985,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-15 18:15:00
MANHATTAN,10022.0,40.759983,-73.964806,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-12 03:00:00
MANHATTAN,10025.0,40.798817,-73.96317,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-27 17:30:00
MANHATTAN,10035.0,40.801918,-73.94344,1.0,0.0,1,0,0,0,0,0,Turning Improperly,Taxi,2018-07-27 16:00:00
BROOKLYN,11201.0,40.696014,-73.98414,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-05 10:00:00
MANHATTAN,10022.0,40.763588,-73.97142,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-12 10:22:00
MANHATTAN,10019.0,40.76234,-73.98236,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-29 23:30:00
QUEENS,11369.0,40.76114,-73.87598,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 11:30:00
MANHATTAN,10014.0,40.729332,-74.00523,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-20 10:00:00
BRONX,10473.0,40.82112,-73.848526,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-07-15 23:23:00
BROOKLYN,11226.0,40.64965,-73.96092,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-14 02:04:00
QUEENS,11417.0,40.675312,-73.84331,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-06 10:43:00
QUEENS,11420.0,40.68325,-73.81869,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Taxi,2018-07-07 00:09:00
BRONX,10451,40.825573,-73.918465,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Ambulance,2018-07-07 07:51:00
QUEENS,11103.0,40.766033,-73.90759,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-14 15:30:00
MANHATTAN,10001.0,40.751522,-73.99396,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-19 19:32:00
MANHATTAN,10007.0,40.713795,-74.008835,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-24 11:00:00
MANHATTAN,10065.0,40.760857,-73.961075,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-25 13:30:00
BROOKLYN,11201,40.692547,-73.990974,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-17 18:35:00
MANHATTAN,10021,40.77043,-73.96012,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-30 22:30:00
BRONX,10466.0,40.90152,-73.84695,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-07 01:05:00
BROOKLYN,11221.0,40.69614,-73.91365,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-19 20:20:00
BROOKLYN,11201,40.68969,-73.99237,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-09 20:30:00
BROOKLYN,11211,40.722496,-73.940414,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-17 13:00:00
BROOKLYN,11211.0,40.70697,-73.95489,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-26 16:00:00
MANHATTAN,10011,40.737865,-74.00019,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-13 16:50:00
BRONX,10456,40.83501,-73.91206,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-07-26 18:13:00
QUEENS,11414,40.66615,-73.84161,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-07-21 11:30:00
QUEENS,11368.0,40.74961,-73.86969,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 17:45:00
MANHATTAN,10017.0,40.752117,-73.977684,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-26 20:00:00
BROOKLYN,11225.0,40.669777,-73.9583,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-07-28 11:25:00
MANHATTAN,10034.0,40.86369,-73.91707,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-16 14:30:00
MANHATTAN,10032.0,40.8429,-73.93843,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-24 00:50:00
QUEENS,11103.0,40.76548,-73.913704,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-25 17:20:00
MANHATTAN,10016,40.74608,-73.974945,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-06 18:20:00
BROOKLYN,11215.0,40.67624,-73.98383,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-06 08:31:00
MANHATTAN,10129,40.787857,-73.951614,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Taxi,2018-07-13 16:20:00
MANHATTAN,10022,40.75928,-73.959274,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-07-10 18:25:00
QUEENS,11104.0,40.748817,-73.91282,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Fire truck,2018-07-14 18:40:00
MANHATTAN,10009.0,40.72267,-73.98297,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Taxi,2018-07-06 17:00:00
BROOKLYN,11236.0,40.6506,-73.912506,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-27 17:08:00
QUEENS,11378,40.71946,-73.89117,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-24 09:53:00
BRONX,10452,40.840286,-73.92147,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-24 16:17:00
BRONX,10459.0,40.822105,-73.90062,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Ambulance,2018-07-18 11:00:00
MANHATTAN,10019.0,40.76636,-73.97789,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-22 13:45:00
BRONX,10475,40.88473,-73.81571,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-09 11:51:00
BRONX,10467,40.875,-73.87471,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-24 16:42:00
MANHATTAN,10018.0,40.759514,-73.99926,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-21 18:00:00
QUEENS,11103.0,40.756233,-73.91241,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-10 10:50:00
QUEENS,11105.0,40.769493,-73.90683,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-16 15:00:00
BRONX,10453.0,40.851902,-73.91645,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-08 17:20:00
BROOKLYN,11213.0,40.668648,-73.92835,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-14 01:45:00
MANHATTAN,10003.0,40.732758,-73.990036,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Taxi,2018-07-08 11:40:00
MANHATTAN,10036.0,40.758022,-73.981804,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-25 12:20:00
QUEENS,11432,40.715958,-73.81275,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-24 08:00:00
QUEENS,11104,40.752403,-73.92442,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-14 19:40:00
BROOKLYN,11212.0,40.66549,-73.91063,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-07 16:00:00
MANHATTAN,10011,40.735313,-73.994125,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-08 03:40:00
BRONX,10454.0,40.803555,-73.91184,1.0,0.0,0,0,1,0,0,0,Unspecified,Taxi,2018-07-07 15:05:00
BROOKLYN,11213.0,40.67215,-73.92707,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 09:12:00
BRONX,10452,40.83829,-73.930016,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Taxi,2018-07-06 15:00:00
MANHATTAN,10065.0,40.764362,-73.96162,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-25 19:15:00
MANHATTAN,10065.0,40.762737,-73.9597,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-16 07:33:00
MANHATTAN,10010,40.73817,-73.97761,1.0,0.0,0,0,0,0,1,0,Obstruction/Debris,Taxi,2018-07-24 19:41:00
MANHATTAN,10032.0,40.839367,-73.941025,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-19 22:48:00
BROOKLYN,11205.0,40.697716,-73.96488,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Ambulance,2018-07-19 15:37:00
BROOKLYN,11249.0,40.70089,-73.963036,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Taxi,2018-07-30 21:20:00
STATEN ISLAND,10303,40.625175,-74.14944,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 12:25:00
MANHATTAN,10001.0,40.750786,-74.00564,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-25 00:10:00
QUEENS,11385.0,40.70538,-73.89433,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-22 08:00:00
MANHATTAN,10007.0,40.712532,-74.007675,1.0,0.0,1,0,0,0,0,0,Aggressive Driving/Road Rage,Taxi,2018-07-12 14:53:00
BROOKLYN,11231.0,40.679993,-74.00981,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-07-19 14:05:00
MANHATTAN,10033,40.847996,-73.9347,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-24 12:00:00
BRONX,10465,40.798256,-73.82744,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-07-24 09:05:00
MANHATTAN,10025,40.79548,-73.96191,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 13:05:00
BRONX,10462.0,40.856316,-73.86665,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-23 21:44:00
BROOKLYN,11207.0,40.68592,-73.91185,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-20 15:10:00
QUEENS,11436,40.683094,-73.80576,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-11 16:15:00
MANHATTAN,10021.0,40.76685,-73.95376,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Ambulance,2018-07-17 19:02:00
MANHATTAN,10001.0,40.753334,-73.994095,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-08 02:45:00
BRONX,10470,40.891052,-73.88603,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-24 10:30:00
BRONX,10451.0,40.81222,-73.925026,2.0,0.0,0,0,0,0,2,0,Unspecified,Ambulance,2018-07-14 18:32:00
MANHATTAN,10001,40.751656,-73.99014,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-19 10:50:00
QUEENS,11101.0,40.749054,-73.95222,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-19 13:49:00
MANHATTAN,10001.0,40.75326,-74.00383,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-20 13:49:00
BRONX,10453.0,40.846954,-73.91863,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 07:40:00
MANHATTAN,10027.0,40.80771,-73.95326,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 13:00:00
MANHATTAN,10001.0,40.748394,-73.98652,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-06 21:30:00
BROOKLYN,11238.0,40.67556,-73.96334,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-28 02:55:00
MANHATTAN,10034.0,40.86446,-73.91895,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-26 17:30:00
MANHATTAN,10009,40.723835,-73.97357,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-07-15 20:00:00
QUEENS,11377.0,40.74511,-73.90864,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-29 07:40:00
BRONX,10458.0,40.85819,-73.88435,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-07-12 13:30:00
MANHATTAN,10019,40.76432,-73.9772,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-22 08:50:00
BROOKLYN,11211,40.728855,-73.92782,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-12 00:10:00
MANHATTAN,10034.0,40.86446,-73.91895,3.0,0.0,0,0,0,0,3,0,Unspecified,Taxi,2018-07-28 00:10:00
MANHATTAN,10018.0,40.75355,-73.98505,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-16 17:00:00
BROOKLYN,11208.0,40.67911,-73.880615,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-09 18:30:00
MANHATTAN,10026,40.803745,-73.955864,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-15 01:15:00
MANHATTAN,10033.0,40.84802,-73.940445,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-26 08:20:00
QUEENS,11385.0,40.704582,-73.91303,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-27 18:45:00
MANHATTAN,10018.0,40.75428,-73.99065,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-05 12:00:00
QUEENS,11377.0,40.750416,-73.897736,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 19:20:00
MANHATTAN,10037.0,40.814102,-73.940865,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-17 23:02:00
BRONX,10463,40.877068,-73.906105,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-21 23:00:00
MANHATTAN,10036.0,40.760822,-73.99832,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-26 21:45:00
MANHATTAN,10040,40.840595,-73.93236,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-08 05:30:00
MANHATTAN,10021.0,40.770424,-73.96222,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Taxi,2018-07-26 23:11:00
MANHATTAN,10001.0,40.750828,-74.00189,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-07 10:30:00
MANHATTAN,10002,40.716454,-73.98058,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-12 07:50:00
BROOKLYN,11217.0,40.680584,-73.9809,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-17 11:30:00
MANHATTAN,10065.0,40.76416,-73.968895,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-24 22:20:00
MANHATTAN,10040,40.848118,-73.93089,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-13 15:30:00
BRONX,10451.0,40.827244,-73.92406,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-13 08:20:00
QUEENS,11372.0,40.7549,-73.873886,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-07-30 23:20:00
MANHATTAN,10031.0,40.82451,-73.95186,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-08 13:45:00
QUEENS,11415,40.7038,-73.82345,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-09 16:20:00
MANHATTAN,10025,40.794052,-73.970375,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-07-28 22:40:00
BRONX,10458,40.844524,-73.902725,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-07 13:11:00
MANHATTAN,10001,40.750317,-73.99112,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-15 02:13:00
MANHATTAN,10018.0,40.759514,-73.99926,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-25 17:10:00
MANHATTAN,10128,40.777554,-73.94889,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-25 15:10:00
MANHATTAN,10013.0,40.72171,-74.00436,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-07-14 23:10:00
MANHATTAN,10038.0,40.706852,-74.00501,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-24 11:30:00
QUEENS,11101.0,40.749714,-73.93617,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-27 16:51:00
MANHATTAN,10014.0,40.74026,-74.005875,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 00:00:00
QUEENS,11368.0,40.73561,-73.86013,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-20 09:30:00
BROOKLYN,11201.0,40.689144,-73.99071,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-21 09:12:00
BRONX,10453,40.86272,-73.91165,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-25 06:42:00
MANHATTAN,10002.0,40.72247,-73.987144,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 04:30:00
MANHATTAN,10001.0,40.7494,-73.99178,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-20 19:45:00
QUEENS,11432.0,40.712852,-73.79712,0.0,0.0,0,0,0,0,0,0,Fell Asleep,Taxi,2018-07-20 02:30:00
MANHATTAN,10128,40.78029,-73.94386,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-14 04:03:00
BRONX,10455.0,40.817863,-73.905014,1.0,0.0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Taxi,2018-07-24 12:30:00
MANHATTAN,10024,40.788315,-73.97651,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-05 16:00:00
BROOKLYN,11235,40.58425,-73.9638,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-23 16:30:00
MANHATTAN,10024,40.78896,-73.97596,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-20 17:20:00
QUEENS,11105,40.77486,-73.90891,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-28 16:30:00
MANHATTAN,10022.0,40.76009,-73.96765,0.0,0.0,0,0,0,0,0,0,Accelerator Defective,Taxi,2018-07-30 17:00:00
BRONX,10469.0,40.877132,-73.83862,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-07-25 12:20:00
BRONX,10460,40.836555,-73.87135,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-13 18:07:00
QUEENS,11370.0,40.758743,-73.89069,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-05 12:40:00
MANHATTAN,10001.0,40.74796,-73.99128,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Taxi,2018-07-14 01:40:00
QUEENS,11362,40.756096,-73.74655,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-19 13:35:00
MANHATTAN,10044,40.76154,-73.9556,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-25 22:50:00
MANHATTAN,10014,40.734337,-74.002396,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-16 22:47:00
BROOKLYN,11222.0,40.72848,-73.9485,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-24 15:00:00
MANHATTAN,10012,40.728413,-73.99426,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-06 23:57:00
QUEENS,11368.0,40.751545,-73.87085,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 21:00:00
MANHATTAN,10018,40.7517,-73.986404,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-28 12:45:00
BROOKLYN,11238,40.682,-73.96867,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-09 03:30:00
BROOKLYN,11222.0,40.71894,-73.939476,2.0,0.0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Ambulance,2018-07-27 18:30:00
MANHATTAN,10026.0,40.802288,-73.95034,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-19 19:00:00
MANHATTAN,10032,40.84103,-73.94463,2.0,0.0,0,0,0,0,2,0,Unspecified,Taxi,2018-07-15 14:00:00
MANHATTAN,10065.0,40.762802,-73.965675,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-27 19:30:00
QUEENS,11435,40.708504,-73.81954,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-17 11:15:00
BROOKLYN,11207,40.665142,-73.88557,1.0,0.0,1,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-07-18 15:20:00
MANHATTAN,10039,40.8317,-73.935394,1.0,0.0,0,0,0,0,1,0,Fell Asleep,Taxi,2018-07-11 16:07:00
QUEENS,11416.0,40.68063,-73.858795,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-19 20:05:00
MANHATTAN,10001.0,40.748512,-73.98872,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-28 23:54:00
BROOKLYN,11213,40.679565,-73.93436,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 17:13:00
BROOKLYN,11206.0,40.700527,-73.94161,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-07-13 18:23:00
