BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
QUEENS,11101.0,40.748924,-73.937386,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 15:55:00
BRONX,10456,40.828278,-73.907036,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-23 08:40:00
QUEENS,11104.0,40.74479,-73.91743,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-02 19:30:00
MANHATTAN,10035.0,40.804066,-73.93267,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-20 13:00:00
MANHATTAN,10019.0,40.762966,-73.973976,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 13:45:00
QUEENS,11377.0,40.740772,-73.89867,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-06-26 14:22:00
MANHATTAN,10018.0,40.754707,-73.99164,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-26 04:35:00
BRONX,10473.0,40.82524,-73.862915,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-14 15:05:00
MANHATTAN,10033,40.850906,-73.93829,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-29 08:05:00
MANHATTAN,10016,40.747295,-73.97405,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-19 18:00:00
MANHATTAN,10001,40.750317,-73.99112,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-15 23:30:00
MANHATTAN,10032,40.83593,-73.94352,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-06-14 13:20:00
QUEENS,11101,40.75016,-73.944695,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-28 13:28:00
MANHATTAN,10001.0,40.75024,-73.998604,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 23:35:00
BROOKLYN,11215.0,40.66208,-73.9856,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-28 18:15:00
BRONX,10461,40.84599,-73.84789,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-29 13:00:00
BROOKLYN,11211,40.730137,-73.92693,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-06-17 01:10:00
QUEENS,11377,40.74972,-73.89858,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-06-17 21:16:00
BROOKLYN,11206.0,40.70154,-73.93837,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 05:00:00
MANHATTAN,10017.0,40.755924,-73.9788,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-13 19:55:00
MANHATTAN,10019,40.759205,-73.98464,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-01 18:05:00
MANHATTAN,10030.0,40.817173,-73.94606,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-29 16:15:00
QUEENS,11378,40.72619,-73.90409,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Taxi,2018-06-20 12:00:00
MANHATTAN,10012.0,40.724136,-73.992615,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-06-15 16:40:00
MANHATTAN,10014,40.763897,-73.95323,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-26 21:56:00
BRONX,10452.0,40.84518,-73.91417,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-19 13:46:00
MANHATTAN,10003.0,40.73329,-73.98719,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-19 01:40:00
MANHATTAN,11109,40.747105,-73.96709,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-28 15:20:00
QUEENS,11106.0,40.758865,-73.938324,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-06-21 17:41:00
MANHATTAN,10009.0,40.727875,-73.98415,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-01 20:00:00
MANHATTAN,10007.0,40.714478,-74.01354,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-03 16:30:00
MANHATTAN,10024.0,40.784355,-73.98117,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-06-13 14:42:00
BROOKLYN,11205,40.696205,-73.96159,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-19 06:30:00
MANHATTAN,10019.0,40.760605,-73.98362,1.0,0.0,0,0,1,0,0,0,Unspecified,Taxi,2018-07-03 13:10:00
MANHATTAN,10036.0,40.754,-73.98211,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-05 16:40:00
MANHATTAN,10009.0,40.72547,-73.98396,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-01 03:30:00
MANHATTAN,10017.0,40.7528,-73.979294,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-06-23 02:00:00
BRONX,10465.0,40.87831,-73.870155,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-06-25 08:00:00
MANHATTAN,10017.0,40.7556,-73.97607,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-27 21:30:00
QUEENS,11374.0,40.730137,-73.862366,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-04 18:15:00
BROOKLYN,11238.0,40.68122,-73.95604,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-19 16:15:00
BRONX,10454,40.809563,-73.92923,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-19 07:00:00
BROOKLYN,11206.0,40.70236,-73.94606,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-28 11:14:00
MANHATTAN,10002,40.71829,-73.987434,0.0,0.0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-06-18 00:00:00
QUEENS,11101,40.751602,-73.93384,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 01:20:00
QUEENS,11436,40.6953,-73.812096,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-05 08:30:00
MANHATTAN,10038,40.70625,-74.00314,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-13 09:46:00
MANHATTAN,10022.0,40.76025,-73.969635,1.0,0.0,1,0,0,0,0,0,Obstruction/Debris,Taxi,2018-06-24 22:05:00
MANHATTAN,10016.0,40.746033,-73.9768,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-06-14 18:10:00
MANHATTAN,10035.0,40.798275,-73.92968,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-06-13 16:00:00
MANHATTAN,10036.0,40.75898,-73.99595,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-28 19:29:00
STATEN ISLAND,10303,40.627632,-74.17125,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-16 02:10:00
MANHATTAN,10019.0,40.76494,-73.98045,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-19 10:19:00
QUEENS,11101.0,40.74754,-73.94124,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-01 16:18:00
QUEENS,11368.0,40.758026,-73.85776,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-29 00:55:00
BROOKLYN,11216.0,40.67657,-73.94431,2.0,0.0,1,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-26 14:34:00
BRONX,10456,40.828064,-73.91609,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Fire truck,2018-07-02 16:00:00
MANHATTAN,10036.0,40.758797,-73.993546,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-30 19:58:00
BROOKLYN,11208.0,40.66259,-73.876396,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-19 14:00:00
BRONX,10452.0,40.841835,-73.92243,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-01 23:30:00
QUEENS,11385.0,40.701214,-73.90001,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Ambulance,2018-07-02 17:50:00
MANHATTAN,10001.0,40.749573,-73.98523,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-21 22:40:00
MANHATTAN,10036.0,40.75484,-73.98412,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-28 19:45:00
MANHATTAN,10033,40.84771,-73.93798,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-02 15:00:00
MANHATTAN,10019.0,40.76479,-73.98429,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-22 09:45:00
MANHATTAN,10012.0,40.724693,-73.99419,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-16 14:00:00
BRONX,10451.0,40.819786,-73.91216,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-06-27 17:30:00
MANHATTAN,10034,40.8662,-73.92807,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 17:15:00
MANHATTAN,10014.0,40.73908,-74.00309,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Ambulance,2018-07-03 09:53:00
MANHATTAN,10275,40.704807,-74.01495,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-06-26 13:25:00
MANHATTAN,10036.0,40.75898,-73.99595,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-17 23:30:00
MANHATTAN,10006,40.7077,-74.0155,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Taxi,2018-07-01 02:20:00
QUEENS,11360.0,40.781406,-73.778175,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Taxi,2018-06-15 22:02:00
MANHATTAN,10028.0,40.77691,-73.95748,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-03 01:30:00
MANHATTAN,10075.0,40.773335,-73.95506,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-22 10:08:00
BROOKLYN,11203,40.654858,-73.93846,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 12:12:00
MANHATTAN,10003.0,40.73471,-73.9905,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-06-14 03:15:00
MANHATTAN,10019.0,40.769638,-73.9919,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-20 08:45:00
BROOKLYN,11207,40.663925,-73.89961,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Taxi,2018-06-15 07:33:00
BROOKLYN,11226,40.638428,-73.951164,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-06-15 00:00:00
MANHATTAN,10019.0,40.769115,-73.98856,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-06-22 01:25:00
BROOKLYN,11236.0,40.632988,-73.89541,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-04 17:00:00
BRONX,10459.0,40.822105,-73.90062,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-01 03:31:00
BROOKLYN,11201.0,40.695908,-73.98322,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-06-23 09:10:00
MANHATTAN,10075.0,40.771656,-73.95319,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-25 19:58:00
BROOKLYN,11233.0,40.677338,-73.927536,5.0,0.0,0,0,0,0,5,0,Driver Inattention/Distraction,Taxi,2018-06-20 22:30:00
BROOKLYN,11201.0,40.687675,-73.99335,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-16 11:50:00
QUEENS,11385.0,40.713707,-73.919014,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-14 16:10:00
MANHATTAN,10065.0,40.761856,-73.96343,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-03 07:50:00
QUEENS,11370.0,40.76635,-73.88756,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-06-14 08:10:00
QUEENS,11435.0,40.696167,-73.8045,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-20 04:50:00
MANHATTAN,10033.0,40.85072,-73.931564,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-15 13:05:00
MANHATTAN,10023,40.774906,-73.97692,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-01 22:20:00
MANHATTAN,10030,40.823257,-73.94293,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-05 18:00:00
MANHATTAN,10022.0,40.756496,-73.97237,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-14 18:00:00
BRONX,10452,40.84434,-73.91475,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Ambulance,2018-06-18 17:19:00
MANHATTAN,10013.0,40.719,-74.00518,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-15 14:00:00
MANHATTAN,10022.0,40.758488,-73.97514,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-20 10:40:00
QUEENS,11354.0,40.76616,-73.82091,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Taxi,2018-07-03 19:00:00
MANHATTAN,10011.0,40.74649,-74.001335,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-06-17 10:25:00
MANHATTAN,10016.0,40.74896,-73.975784,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-19 16:00:00
BRONX,10463.0,40.870346,-73.9044,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-06-22 16:40:00
BRONX,10463.0,40.88265,-73.90379,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-02 10:57:00
MANHATTAN,10001.0,40.750317,-73.99112,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-02 23:45:00
MANHATTAN,10030.0,40.819096,-73.94093,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-07-02 06:11:00
MANHATTAN,10003,40.73059,-73.99242,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-16 17:30:00
STATEN ISLAND,10310.0,40.62894,-74.11678,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-30 02:00:00
MANHATTAN,10009,40.726986,-73.985756,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-01 15:45:00
MANHATTAN,10001.0,40.74967,-73.99531,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-23 11:18:00
MANHATTAN,10128,40.786545,-73.95256,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-25 11:40:00
MANHATTAN,10031,40.821117,-73.957466,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-04 17:50:00
BROOKLYN,11207,40.67315,-73.896194,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-28 09:50:00
MANHATTAN,10003.0,40.738895,-73.99151,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-06-19 02:15:00
BROOKLYN,11233,40.67887,-73.92165,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-05 06:55:00
MANHATTAN,10005.0,40.706142,-74.00603,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-02 00:55:00
QUEENS,11103,40.769897,-73.91344,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-19 09:00:00
QUEENS,11103.0,40.762764,-73.912605,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-15 11:30:00
QUEENS,11355,40.74604,-73.82609,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-26 15:00:00
BROOKLYN,11201.0,40.696033,-73.98453,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-24 03:00:00
BRONX,10456,40.837124,-73.909645,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-05 03:48:00
BROOKLYN,11211.0,40.7198,-73.953476,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-21 11:20:00
MANHATTAN,10019.0,40.764996,-73.976715,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-19 09:50:00
MANHATTAN,10018.0,40.752934,-73.9855,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-04 02:23:00
BRONX,10461.0,40.855026,-73.8414,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-03 21:50:00
BRONX,10451.0,40.827812,-73.925934,1.0,0.0,0,0,0,0,1,0,Unspecified,Ambulance,2018-06-28 00:05:00
MANHATTAN,10036.0,40.75898,-73.99595,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-06-18 19:30:00
BROOKLYN,11206,40.697613,-73.93639,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 12:09:00
QUEENS,11364.0,40.750816,-73.75502,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Taxi,2018-06-28 17:52:00
MANHATTAN,10031,40.82451,-73.95186,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-18 14:00:00
MANHATTAN,10017.0,40.756557,-73.97444,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-24 23:35:00
MANHATTAN,10035.0,40.808277,-73.9388,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-06-25 04:40:00
MANHATTAN,10022.0,40.76161,-73.97076,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-30 00:40:00
MANHATTAN,10013.0,40.718628,-74.00255,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-16 15:45:00
MANHATTAN,10019.0,40.762062,-73.983635,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-21 14:30:00
MANHATTAN,10028.0,40.780857,-73.958824,1.0,0.0,1,0,0,0,0,0,Turning Improperly,Taxi,2018-06-26 11:30:00
MANHATTAN,10016.0,40.74892,-73.9779,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-30 22:00:00
QUEENS,11377,40.73639,-73.90972,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-20 09:30:00
BROOKLYN,11208.0,40.681175,-73.87363,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Taxi,2018-07-04 02:00:00
BROOKLYN,11211.0,40.708675,-73.956314,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-15 01:35:00
MANHATTAN,10030.0,40.815796,-73.94083,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-23 03:45:00
BRONX,10457.0,40.853172,-73.88964,1.0,0.0,0,0,0,0,1,0,Turning Improperly,Taxi,2018-06-28 14:20:00
MANHATTAN,10011.0,40.745205,-74.00227,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-20 07:05:00
MANHATTAN,10065.0,40.762486,-73.96298,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 01:50:00
MANHATTAN,10001.0,40.748398,-73.99995,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-27 10:56:00
BRONX,10456.0,40.829746,-73.90752,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-14 10:00:00
MANHATTAN,10065.0,40.760536,-73.95836,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-23 06:49:00
MANHATTAN,10036.0,40.755074,-73.98067,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Ambulance,2018-07-02 09:00:00
MANHATTAN,10011.0,40.742226,-73.99702,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 03:05:00
MANHATTAN,10022,40.760925,-73.96705,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-16 18:30:00
BROOKLYN,11233,40.674736,-73.925,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-15 07:20:00
MANHATTAN,10016.0,40.745472,-73.978325,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 08:30:00
MANHATTAN,10011.0,40.745205,-74.00227,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-28 15:00:00
MANHATTAN,10022,40.7606,-73.96434,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-06-18 05:49:00
QUEENS,11378,40.731346,-73.917435,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-26 00:00:00
MANHATTAN,10038.0,40.71123,-74.006485,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-15 10:55:00
MANHATTAN,10019,40.763485,-73.98895,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-20 18:23:00
QUEENS,11368.0,40.758305,-73.85561,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 12:35:00
MANHATTAN,10035.0,40.80142,-73.93446,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-27 14:00:00
MANHATTAN,10001,40.745422,-73.990974,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-22 15:15:00
MANHATTAN,10039,40.82725,-73.9387,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-02 23:29:00
MANHATTAN,10016,40.747627,-73.976746,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 21:50:00
BROOKLYN,11229.0,40.601192,-73.95591,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-28 02:00:00
BROOKLYN,11226.0,40.6552,-73.96103,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-04 09:45:00
BROOKLYN,11218.0,40.626568,-73.970924,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-25 15:02:00
BRONX,10465.0,40.8173,-73.81744,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-24 09:07:00
MANHATTAN,10001.0,40.746616,-73.99382,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-02 12:35:00
MANHATTAN,10028.0,40.775562,-73.95035,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-23 17:40:00
QUEENS,11694.0,40.58005,-73.83641,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-01 20:00:00
MANHATTAN,10129,40.7842,-73.942215,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-24 05:30:00
BRONX,10472,40.8254,-73.865074,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-14 13:20:00
MANHATTAN,10011.0,40.742863,-74.003975,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-24 04:02:00
MANHATTAN,10003.0,40.737915,-73.99223,4.0,0.0,0,0,0,0,4,0,Traffic Control Disregarded,Taxi,2018-06-23 04:32:00
MANHATTAN,10011.0,40.744724,-74.008385,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-27 14:00:00
MANHATTAN,10001.0,40.75326,-74.00383,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-29 13:51:00
MANHATTAN,10001.0,40.751446,-74.001434,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-01 17:40:00
MANHATTAN,10032,40.847897,-73.94523,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-24 12:45:00
BROOKLYN,11217.0,40.68297,-73.97667,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 16:44:00
MANHATTAN,10011.0,40.74649,-74.001335,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-30 20:55:00
BROOKLYN,11225.0,40.668846,-73.94893,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Fire truck,2018-07-01 22:30:00
QUEENS,11373.0,40.745796,-73.88385,1.0,0.0,0,0,1,0,0,0,Alcohol Involvement,Taxi,2018-06-21 20:27:00
BRONX,10462.0,40.854424,-73.863884,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-05 18:24:00
QUEENS,11370.0,40.764507,-73.88416,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-18 08:10:00
MANHATTAN,10016.0,40.74185,-73.974915,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-24 21:45:00
MANHATTAN,10018.0,40.754745,-73.9879,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-06-22 05:00:00
QUEENS,11415,40.716957,-73.82655,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-06-22 14:45:00
QUEENS,11102.0,40.76615,-73.919785,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-06-13 21:50:00
BROOKLYN,11205.0,40.68973,-73.95255,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-20 12:00:00
BRONX,10455.0,40.817177,-73.906654,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-06-24 16:30:00
BROOKLYN,11226,40.65505,-73.95631,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-15 23:55:00
BRONX,10451,40.81608,-73.917694,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-03 16:42:00
MANHATTAN,10012.0,40.72495,-73.99492,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-22 19:30:00
BRONX,10457.0,40.853115,-73.89759,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-30 08:25:00
MANHATTAN,10022,40.75831,-73.96294,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-24 23:50:00
