BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
MANHATTAN,10025.0,40.797367,-73.96053,Unspecified,Taxi,2018-09-19 11:25:00,September,11,Wednesday,19,Injured or Killed,rain
MANHATTAN,10023.0,40.772343,-73.9826,Following Too Closely,Taxi,2018-09-04 17:20:00,September,17,Tuesday,4,No Damage,rain
MANHATTAN,10065.0,40.762486,-73.96298,Passing or Lane Usage Improper,Taxi,2018-08-30 07:36:00,August,7,Thursday,30,No Damage,rain
QUEENS,11101.0,40.741707,-73.95202,Following Too Closely,Taxi,2018-09-06 08:00:00,September,8,Thursday,6,No Damage,rain
MANHATTAN,10282.0,40.725937,-74.01103,Unsafe Speed,Taxi,2018-09-17 09:00:00,September,9,Monday,17,No Damage,rain
MANHATTAN,10005.0,40.706142,-74.00603,Failure to Yield Right-of-Way,Taxi,2018-09-17 10:30:00,September,10,Monday,17,No Damage,rain
BROOKLYN,11207.0,40.675735,-73.89686,Unspecified,Taxi,2018-09-09 18:30:00,September,18,Sunday,9,No Damage,rain
QUEENS,11354.0,40.760254,-73.83493,Passing Too Closely,Taxi,2018-08-29 21:30:00,August,21,Wednesday,29,No Damage,rain
QUEENS,11414.0,40.66956,-73.846344,Driver Inattention/Distraction,Taxi,2018-09-18 08:40:00,September,8,Tuesday,18,No Damage,rain
MANHATTAN,10035.0,40.801125,-73.92988,Unsafe Lane Changing,Taxi,2018-09-05 12:00:00,September,12,Wednesday,5,No Damage,rain
MANHATTAN,10019.0,40.756767,-73.98272,Passing or Lane Usage Improper,Taxi,2018-09-20 09:00:00,September,9,Thursday,20,No Damage,rain
BROOKLYN,11233.0,40.6831,-73.93209,Failure to Yield Right-of-Way,Taxi,2018-09-15 23:30:00,September,23,Saturday,15,Injured or Killed,partly-cloudy
BRONX,10467.0,40.880657,-73.877625,Aggressive Driving/Road Rage,Ambulance,2018-08-28 17:45:00,August,17,Tuesday,28,Injured or Killed,rain
BRONX,10452.0,40.834415,-73.92854,Backing Unsafely,Ambulance,2018-08-28 21:06:00,August,21,Tuesday,28,No Damage,rain
BROOKLYN,11206.0,40.69731,-73.932274,Driver Inattention/Distraction,Taxi,2018-09-08 11:47:00,September,11,Saturday,8,Injured or Killed,rain
QUEENS,11378.0,40.731346,-73.917435,Driver Inattention/Distraction,Taxi,2018-09-20 23:26:00,September,23,Thursday,20,Injured or Killed,rain
BRONX,10451.0,40.817738,-73.924164,Alcohol Involvement,Ambulance,2018-09-14 03:30:00,September,3,Friday,14,Injured or Killed,rain
MANHATTAN,10014.0,40.729046,-74.01073,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-16 02:16:00,September,2,Sunday,16,Injured or Killed,clear
BRONX,10460.0,40.849308,-73.88481,Turning Improperly,Taxi,2018-09-05 11:39:00,September,11,Wednesday,5,No Damage,rain
MANHATTAN,10019.0,40.767918,-73.985725,Driver Inattention/Distraction,Taxi,2018-09-18 17:45:00,September,17,Tuesday,18,No Damage,rain
QUEENS,11005.0,40.759686,-73.71495,Unsafe Speed,Taxi,2018-09-05 03:15:00,September,3,Wednesday,5,No Damage,rain
MANHATTAN,10039.0,40.826412,-73.9406,Unspecified,Taxi,2018-08-28 14:40:00,August,14,Tuesday,28,Injured or Killed,rain
MANHATTAN,10036.0,40.762127,-73.99739,Turning Improperly,Taxi,2018-09-13 23:09:00,September,23,Thursday,13,No Damage,rain
BROOKLYN,11212.0,40.656273,-73.90731,Reaction to Uninvolved Vehicle,Taxi,2018-09-02 12:45:00,September,12,Sunday,2,Injured or Killed,partly-cloudy
MANHATTAN,10282.0,40.71523,-74.01334,Driver Inattention/Distraction,Taxi,2018-08-29 17:00:00,August,17,Wednesday,29,No Damage,rain
MANHATTAN,10282.0,40.714447,-74.015465,Unspecified,Taxi,2018-09-17 10:00:00,September,10,Monday,17,No Damage,rain
BROOKLYN,11208.0,40.681484,-73.88025,Driver Inattention/Distraction,Taxi,2018-09-10 17:45:00,September,17,Monday,10,No Damage,rain
MANHATTAN,10010.0,40.73602,-73.98228,Driver Inattention/Distraction,Taxi,2018-09-18 16:30:00,September,16,Tuesday,18,No Damage,rain
MANHATTAN,10022.0,40.75659,-73.96673,Driver Inattention/Distraction,Taxi,2018-09-06 17:30:00,September,17,Thursday,6,No Damage,rain
MANHATTAN,10017.0,40.75425,-73.96899,Driver Inattention/Distraction,Taxi,2018-09-03 15:59:00,September,15,Monday,3,No Damage,rain
MANHATTAN,10018.0,40.75348,-73.98677,Other Vehicular,Taxi,2018-09-14 22:10:00,September,22,Friday,14,Injured or Killed,rain
QUEENS,11435.0,40.699635,-73.80312,Passing Too Closely,Taxi,2018-09-18 09:05:00,September,9,Tuesday,18,No Damage,rain
MANHATTAN,10017.0,40.750553,-73.96859,Following Too Closely,Taxi,2018-09-18 08:30:00,September,8,Tuesday,18,No Damage,rain
MANHATTAN,10035.0,40.822388,-73.934296,Following Too Closely,Ambulance,2018-09-07 22:35:00,September,22,Friday,7,No Damage,rain
MANHATTAN,10022.0,40.75831,-73.96294,Driver Inattention/Distraction,Taxi,2018-09-17 07:25:00,September,7,Monday,17,No Damage,rain
QUEENS,11370.0,40.76092,-73.8892,Traffic Control Disregarded,Taxi,2018-09-10 15:00:00,September,15,Monday,10,No Damage,rain
MANHATTAN,10018.0,40.751575,-73.982285,Unspecified,Taxi,2018-09-18 11:21:00,September,11,Tuesday,18,No Damage,rain
MANHATTAN,10030.0,40.82403,-73.94476,Driver Inattention/Distraction,Taxi,2018-09-08 17:10:00,September,17,Saturday,8,No Damage,rain
BROOKLYN,11239.0,40.64732,-73.88556,Unspecified,Taxi,2018-09-10 08:56:00,September,8,Monday,10,No Damage,rain
MANHATTAN,10001.0,40.75458,-73.99915,Passing Too Closely,Taxi,2018-09-20 10:00:00,September,10,Thursday,20,No Damage,rain
MANHATTAN,10016.0,40.745113,-73.98067,Driver Inattention/Distraction,Taxi,2018-09-09 17:20:00,September,17,Sunday,9,No Damage,rain
MANHATTAN,10022.0,40.76161,-73.97076,Driver Inattention/Distraction,Taxi,2018-09-04 17:50:00,September,17,Tuesday,4,No Damage,rain
MANHATTAN,10001.0,40.745148,-73.98839,Unspecified,Taxi,2018-09-11 01:37:00,September,1,Tuesday,11,Injured or Killed,rain
BROOKLYN,11207.0,40.658577,-73.89063,Traffic Control Disregarded,Taxi,2018-09-08 03:30:00,September,3,Saturday,8,Injured or Killed,rain
MANHATTAN,10036.0,40.758152,-73.989136,Driver Inattention/Distraction,Taxi,2018-09-17 22:30:00,September,22,Monday,17,No Damage,rain
MANHATTAN,10003.0,40.731426,-73.990746,Driver Inattention/Distraction,Taxi,2018-09-16 12:35:00,September,12,Sunday,16,No Damage,clear
MANHATTAN,10002.0,40.712616,-73.96951,Driver Inattention/Distraction,Taxi,2018-09-07 11:30:00,September,11,Friday,7,No Damage,rain
MANHATTAN,10037.0,40.8178,-73.93596,Unspecified,Fire truck,2018-09-16 18:55:00,September,18,Sunday,16,No Damage,clear
MANHATTAN,10017.0,40.75112,-73.97127,Unsafe Lane Changing,Taxi,2018-09-06 11:57:00,September,11,Thursday,6,No Damage,rain
BRONX,10456.0,40.821533,-73.90759,Unspecified,Taxi,2018-09-05 15:00:00,September,15,Wednesday,5,No Damage,rain
MANHATTAN,10018.0,40.75649,-73.997765,Unsafe Lane Changing,Taxi,2018-09-07 14:57:00,September,14,Friday,7,No Damage,rain
MANHATTAN,10011.0,40.741665,-74.00114,Unsafe Lane Changing,Taxi,2018-09-18 14:08:00,September,14,Tuesday,18,No Damage,rain
BRONX,10458.0,40.86061,-73.88935,Driver Inattention/Distraction,Ambulance,2018-08-30 15:50:00,August,15,Thursday,30,No Damage,rain
MANHATTAN,10121.0,40.7498,-73.99151,Driver Inattention/Distraction,Taxi,2018-09-11 00:01:00,September,0,Tuesday,11,No Damage,rain
MANHATTAN,10001.0,40.751446,-74.001434,Passing Too Closely,Taxi,2018-09-10 17:30:00,September,17,Monday,10,No Damage,rain
MANHATTAN,10036.0,40.758705,-73.98928,Driver Inattention/Distraction,Taxi,2018-09-19 05:53:00,September,5,Wednesday,19,No Damage,rain
MANHATTAN,10002.0,40.7224,-73.99165,Driver Inattention/Distraction,Taxi,2018-09-06 00:30:00,September,0,Thursday,6,No Damage,rain
MANHATTAN,10028.0,40.773655,-73.95173,Other Vehicular,Ambulance,2018-08-30 17:54:00,August,17,Thursday,30,No Damage,rain
MANHATTAN,10065.0,40.761856,-73.96343,Unspecified,Taxi,2018-09-16 16:56:00,September,16,Sunday,16,No Damage,clear
QUEENS,11435.0,40.699017,-73.80696,Unspecified,Taxi,2018-09-15 04:20:00,September,4,Saturday,15,Injured or Killed,partly-cloudy
QUEENS,11368.0,40.75251,-73.86727,Driver Inattention/Distraction,Taxi,2018-09-13 18:56:00,September,18,Thursday,13,Injured or Killed,rain
MANHATTAN,10002.0,40.71016,-73.98854,Driver Inattention/Distraction,Fire truck,2018-09-01 03:45:00,September,3,Saturday,1,Injured or Killed,partly-cloudy
MANHATTAN,10014.0,40.73222,-74.00356,Passing Too Closely,Taxi,2018-09-18 11:50:00,September,11,Tuesday,18,No Damage,rain
BRONX,10461.0,40.842518,-73.84532,Unspecified,Taxi,2018-09-11 20:52:00,September,20,Tuesday,11,No Damage,rain
BRONX,10457.0,40.854477,-73.90125,Failure to Yield Right-of-Way,Taxi,2018-09-04 17:00:00,September,17,Tuesday,4,Injured or Killed,rain
MANHATTAN,10001.0,40.74862,-73.9909,Passenger Distraction,Taxi,2018-09-19 17:30:00,September,17,Wednesday,19,No Damage,rain
MANHATTAN,10011.0,40.744034,-74.00313,Following Too Closely,Taxi,2018-09-06 15:20:00,September,15,Thursday,6,No Damage,rain
MANHATTAN,10023.0,40.778164,-73.97454,Unsafe Lane Changing,Taxi,2018-09-18 07:40:00,September,7,Tuesday,18,No Damage,rain
MANHATTAN,10003.0,40.725582,-73.989876,Driver Inattention/Distraction,Taxi,2018-09-09 00:20:00,September,0,Sunday,9,No Damage,rain
MANHATTAN,10011.0,40.73539,-73.99828,Failure to Yield Right-of-Way,Taxi,2018-09-17 21:03:00,September,21,Monday,17,No Damage,rain
BROOKLYN,11229.0,40.608467,-73.95895,Unspecified,Taxi,2018-09-06 16:46:00,September,16,Thursday,6,No Damage,rain
QUEENS,11372.0,40.751003,-73.89213,Unspecified,Taxi,2018-09-07 17:35:00,September,17,Friday,7,No Damage,rain
MANHATTAN,10023.0,40.77549,-73.98218,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-19 20:21:00,September,20,Wednesday,19,No Damage,rain
MANHATTAN,10001.0,40.7491,-73.99201,Backing Unsafely,Taxi,2018-09-08 00:15:00,September,0,Saturday,8,No Damage,rain
MANHATTAN,10027.0,40.80907,-73.94455,Aggressive Driving/Road Rage,Taxi,2018-09-13 19:30:00,September,19,Thursday,13,No Damage,rain
QUEENS,11101.0,40.737785,-73.93496,Passing or Lane Usage Improper,Taxi,2018-09-01 00:15:00,September,0,Saturday,1,No Damage,partly-cloudy
MANHATTAN,10036.0,40.757935,-73.98557,Unsafe Lane Changing,Taxi,2018-09-17 01:00:00,September,1,Monday,17,No Damage,rain
BRONX,10452.0,40.84104,-73.92195,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-11 01:10:00,September,1,Tuesday,11,Injured or Killed,rain
MANHATTAN,10018.0,40.75028,-73.98113,Driver Inattention/Distraction,Taxi,2018-09-05 13:30:00,September,13,Wednesday,5,No Damage,rain
BROOKLYN,11205.0,40.689674,-73.96614,Failure to Yield Right-of-Way,Taxi,2018-08-31 15:46:00,August,15,Friday,31,No Damage,rain
BRONX,10453.0,40.84772,-73.92204,Unspecified,Ambulance,2018-09-17 10:31:00,September,10,Monday,17,No Damage,rain
MANHATTAN,10002.0,40.72263,-73.98881,Unspecified,Taxi,2018-09-15 01:00:00,September,1,Saturday,15,No Damage,partly-cloudy
MANHATTAN,10032.0,40.84163,-73.94104,Backing Unsafely,Ambulance,2018-09-16 21:55:00,September,21,Sunday,16,No Damage,clear
MANHATTAN,10001.0,40.747234,-73.99337,Unspecified,Taxi,2018-09-19 22:30:00,September,22,Wednesday,19,No Damage,rain
QUEENS,11372.0,40.748123,-73.87929,Failure to Yield Right-of-Way,Taxi,2018-09-14 06:05:00,September,6,Friday,14,Injured or Killed,rain
MANHATTAN,10019.0,40.760605,-73.98362,Driver Inattention/Distraction,Taxi,2018-08-31 22:00:00,August,22,Friday,31,No Damage,rain
MANHATTAN,10019.0,40.763535,-73.97536,Driver Inattention/Distraction,Taxi,2018-09-14 16:02:00,September,16,Friday,14,No Damage,rain
QUEENS,11369.0,40.770428,-73.875465,Driver Inattention/Distraction,Taxi,2018-09-04 13:00:00,September,13,Tuesday,4,No Damage,rain
MANHATTAN,10001.0,40.747852,-73.99291,Unsafe Lane Changing,Taxi,2018-09-07 12:15:00,September,12,Friday,7,No Damage,rain
MANHATTAN,10028.0,40.772705,-73.949486,Driver Inattention/Distraction,Taxi,2018-09-09 09:15:00,September,9,Sunday,9,No Damage,rain
MANHATTAN,10023.0,40.781025,-73.981316,Driver Inattention/Distraction,Taxi,2018-08-29 19:00:00,August,19,Wednesday,29,No Damage,rain
MANHATTAN,10019.0,40.76922,-73.98478,Failure to Yield Right-of-Way,Taxi,2018-08-30 12:20:00,August,12,Thursday,30,No Damage,rain
BROOKLYN,11204.0,40.63291,-73.97957,Unspecified,Taxi,2018-09-05 10:53:00,September,10,Wednesday,5,No Damage,rain
BROOKLYN,11218.0,40.650597,-73.97209,Unspecified,Taxi,2018-09-02 18:15:00,September,18,Sunday,2,No Damage,partly-cloudy
BROOKLYN,11236.0,40.642242,-73.910774,Unspecified,Taxi,2018-09-08 00:30:00,September,0,Saturday,8,Injured or Killed,rain
MANHATTAN,10001.0,40.745384,-73.99471,Failure to Yield Right-of-Way,Taxi,2018-09-08 23:10:00,September,23,Saturday,8,Injured or Killed,rain
BRONX,10474.0,40.816273,-73.89287,Failure to Yield Right-of-Way,Taxi,2018-09-14 10:40:00,September,10,Friday,14,No Damage,rain
MANHATTAN,10036.0,40.760403,-73.98748,Failure to Yield Right-of-Way,Taxi,2018-09-03 00:05:00,September,0,Monday,3,No Damage,rain
BRONX,10460.0,40.837894,-73.88138,Unsafe Lane Changing,Taxi,2018-08-29 10:17:00,August,10,Wednesday,29,No Damage,rain
BROOKLYN,11225.0,40.668884,-73.94949,Passing Too Closely,Taxi,2018-09-02 21:10:00,September,21,Sunday,2,No Damage,partly-cloudy
MANHATTAN,10010.0,40.74303,-73.98917,Unspecified,Taxi,2018-09-09 02:50:00,September,2,Sunday,9,No Damage,rain
MANHATTAN,10012.0,40.72379,-73.998184,Unspecified,Taxi,2018-09-03 16:30:00,September,16,Monday,3,No Damage,rain
BROOKLYN,11201.0,40.702908,-73.994446,Failure to Yield Right-of-Way,Taxi,2018-09-19 22:00:00,September,22,Wednesday,19,No Damage,rain
BRONX,10470.0,40.882095,-73.86878,Unsafe Lane Changing,Taxi,2018-09-12 08:45:00,September,8,Wednesday,12,No Damage,rain
MANHATTAN,10281.0,40.710876,-74.01439,Failure to Yield Right-of-Way,Taxi,2018-09-04 09:25:00,September,9,Tuesday,4,Injured or Killed,rain
BROOKLYN,11203.0,40.658417,-73.929146,Driver Inattention/Distraction,Taxi,2018-09-14 14:30:00,September,14,Friday,14,No Damage,rain
BROOKLYN,11225.0,40.662174,-73.953705,Turning Improperly,Taxi,2018-09-18 07:55:00,September,7,Tuesday,18,Injured or Killed,rain
BRONX,10458.0,40.86187,-73.89178,Passing Too Closely,Taxi,2018-09-06 18:04:00,September,18,Thursday,6,No Damage,rain
MANHATTAN,10017.0,40.754097,-73.97834,Unspecified,Taxi,2018-09-18 08:17:00,September,8,Tuesday,18,Injured or Killed,rain
MANHATTAN,10001.0,40.7453,-73.986855,Driver Inattention/Distraction,Taxi,2018-09-15 22:15:00,September,22,Saturday,15,No Damage,partly-cloudy
MANHATTAN,10016.0,40.744442,-73.979065,Driver Inattention/Distraction,Taxi,2018-09-17 12:20:00,September,12,Monday,17,No Damage,rain
BRONX,10473.0,40.823257,-73.84902,Following Too Closely,Taxi,2018-09-14 12:40:00,September,12,Friday,14,No Damage,rain
QUEENS,11435.0,40.703163,-73.81662,Unspecified,Taxi,2018-09-13 15:55:00,September,15,Thursday,13,No Damage,rain
BRONX,10453.0,40.850494,-73.91546,Other Vehicular,Taxi,2018-09-11 11:20:00,September,11,Tuesday,11,No Damage,rain
BROOKLYN,11238.0,40.68031,-73.96793,Driver Inattention/Distraction,Ambulance,2018-08-28 16:30:00,August,16,Tuesday,28,Injured or Killed,rain
MANHATTAN,10017.0,40.756653,-73.97858,Other Vehicular,Taxi,2018-08-28 11:18:00,August,11,Tuesday,28,No Damage,rain
BROOKLYN,11207.0,40.681503,-73.904106,Driver Inexperience,Taxi,2018-09-06 17:15:00,September,17,Thursday,6,No Damage,rain
QUEENS,11435.0,40.692463,-73.81082,Driver Inattention/Distraction,Taxi,2018-08-28 14:20:00,August,14,Tuesday,28,No Damage,rain
QUEENS,11102.0,40.76789,-73.92353,Driver Inattention/Distraction,Taxi,2018-09-05 08:00:00,September,8,Wednesday,5,No Damage,rain
BROOKLYN,11249.0,40.715473,-73.95185,Passing or Lane Usage Improper,Taxi,2018-09-21 20:30:00,September,20,Friday,21,No Damage,rain
MANHATTAN,10002.0,40.718006,-73.9866,Driver Inattention/Distraction,Taxi,2018-08-29 23:50:00,August,23,Wednesday,29,No Damage,rain
MANHATTAN,10034.0,40.865547,-73.92728,Driver Inattention/Distraction,Taxi,2018-09-18 16:53:00,September,16,Tuesday,18,No Damage,rain
MANHATTAN,10001.0,40.75246,-73.994095,Unspecified,Taxi,2018-09-07 22:30:00,September,22,Friday,7,No Damage,rain
MANHATTAN,10018.0,40.75469,-73.993484,Driver Inattention/Distraction,Taxi,2018-08-29 14:20:00,August,14,Wednesday,29,No Damage,rain
BRONX,10458.0,40.864227,-73.89578,Passing Too Closely,Taxi,2018-08-28 21:20:00,August,21,Tuesday,28,No Damage,rain
MANHATTAN,10022.0,40.757454,-73.95571,Following Too Closely,Taxi,2018-09-07 12:47:00,September,12,Friday,7,No Damage,rain
QUEENS,11435.0,40.69775,-73.81393,Unspecified,Taxi,2018-09-15 15:53:00,September,15,Saturday,15,No Damage,partly-cloudy
BRONX,10457.0,40.847656,-73.906784,Other Vehicular,Ambulance,2018-09-14 13:00:00,September,13,Friday,14,No Damage,rain
MANHATTAN,10022.0,40.75988,-73.972,Driver Inattention/Distraction,Taxi,2018-08-30 17:15:00,August,17,Thursday,30,No Damage,rain
BRONX,10456.0,40.82816,-73.91297,Driver Inattention/Distraction,Taxi,2018-09-15 19:42:00,September,19,Saturday,15,Injured or Killed,partly-cloudy
BRONX,10467.0,40.881504,-73.879364,Reaction to Uninvolved Vehicle,Taxi,2018-09-20 18:40:00,September,18,Thursday,20,No Damage,rain
MANHATTAN,10036.0,40.75734,-73.98602,Passing or Lane Usage Improper,Taxi,2018-09-21 19:15:00,September,19,Friday,21,No Damage,rain
BROOKLYN,11251.0,40.700836,-73.98594,Brakes Defective,Taxi,2018-09-04 12:00:00,September,12,Tuesday,4,Injured or Killed,rain
MANHATTAN,10024.0,40.78542,-73.98399,Reaction to Uninvolved Vehicle,Taxi,2018-09-09 00:55:00,September,0,Sunday,9,No Damage,rain
BRONX,10452.0,40.83874,-73.913765,Unspecified,Taxi,2018-09-06 19:00:00,September,19,Thursday,6,Injured or Killed,rain
BROOKLYN,11221.0,40.691555,-73.93677,Passing Too Closely,Taxi,2018-09-01 21:24:00,September,21,Saturday,1,Injured or Killed,partly-cloudy
MANHATTAN,10017.0,40.754677,-73.975815,Failure to Yield Right-of-Way,Taxi,2018-09-19 17:50:00,September,17,Wednesday,19,No Damage,rain
MANHATTAN,10000.0,40.777023,-73.96394,Following Too Closely,Taxi,2018-09-21 16:35:00,September,16,Friday,21,No Damage,rain
MANHATTAN,10030.0,40.817173,-73.94606,Backing Unsafely,Taxi,2018-09-10 23:10:00,September,23,Monday,10,Injured or Killed,rain
QUEENS,11378.0,40.719334,-73.906845,Unspecified,Taxi,2018-09-14 07:13:00,September,7,Friday,14,No Damage,rain
MANHATTAN,10002.0,40.719482,-73.991295,Failure to Yield Right-of-Way,Taxi,2018-09-11 00:58:00,September,0,Tuesday,11,No Damage,rain
MANHATTAN,10025.0,40.792362,-73.96418,Driver Inattention/Distraction,Taxi,2018-09-14 23:51:00,September,23,Friday,14,No Damage,rain
BRONX,10466.0,40.888588,-73.85513,Failure to Yield Right-of-Way,Taxi,2018-08-31 15:45:00,August,15,Friday,31,Injured or Killed,rain
QUEENS,11415.0,40.70978,-73.82043,Following Too Closely,Taxi,2018-09-12 20:00:00,September,20,Wednesday,12,No Damage,rain
MANHATTAN,10019.0,40.761414,-73.976295,Driver Inattention/Distraction,Taxi,2018-09-14 17:05:00,September,17,Friday,14,No Damage,rain
MANHATTAN,10018.0,40.757668,-73.99483,Unsafe Lane Changing,Taxi,2018-09-16 12:00:00,September,12,Sunday,16,No Damage,clear
QUEENS,11434.0,40.667236,-73.770004,Following Too Closely,Taxi,2018-08-29 15:20:00,August,15,Wednesday,29,Injured or Killed,rain
BROOKLYN,11233.0,40.68017,-73.93151,Driver Inattention/Distraction,Taxi,2018-09-21 18:20:00,September,18,Friday,21,Injured or Killed,rain
MANHATTAN,10001.0,40.746037,-73.990524,Driver Inattention/Distraction,Taxi,2018-09-15 20:45:00,September,20,Saturday,15,No Damage,partly-cloudy
QUEENS,11379.0,40.712204,-73.88638,Passing or Lane Usage Improper,Ambulance,2018-09-06 18:38:00,September,18,Thursday,6,No Damage,rain
MANHATTAN,10279.0,40.71137,-74.00862,Driver Inattention/Distraction,Taxi,2018-09-12 10:45:00,September,10,Wednesday,12,No Damage,rain
MANHATTAN,10022.0,40.756886,-73.96943,Driver Inattention/Distraction,Taxi,2018-09-03 11:01:00,September,11,Monday,3,No Damage,rain
BRONX,10456.0,40.824066,-73.908714,Driver Inattention/Distraction,Taxi,2018-08-30 22:00:00,August,22,Thursday,30,No Damage,rain
MANHATTAN,10038.0,40.708492,-74.00294,Unsafe Lane Changing,Taxi,2018-09-11 11:00:00,September,11,Tuesday,11,No Damage,rain
QUEENS,11415.0,40.706142,-73.83177,Following Too Closely,Taxi,2018-09-01 14:30:00,September,14,Saturday,1,No Damage,partly-cloudy
MANHATTAN,10017.0,40.751884,-73.96759,Driver Inexperience,Taxi,2018-09-15 19:55:00,September,19,Saturday,15,No Damage,partly-cloudy
QUEENS,11417.0,40.731182,-73.871605,Following Too Closely,Taxi,2018-09-13 13:57:00,September,13,Thursday,13,Injured or Killed,rain
QUEENS,11379.0,40.710762,-73.87706,Passing Too Closely,Taxi,2018-09-02 23:04:00,September,23,Sunday,2,Injured or Killed,partly-cloudy
MANHATTAN,10018.0,40.75649,-73.997765,Passing or Lane Usage Improper,Taxi,2018-09-11 15:36:00,September,15,Tuesday,11,No Damage,rain
BRONX,10460.0,40.832268,-73.88457,Following Too Closely,Taxi,2018-08-30 23:00:00,August,23,Thursday,30,No Damage,rain
MANHATTAN,10028.0,40.77529,-73.953636,Unspecified,Taxi,2018-09-20 00:00:00,September,0,Thursday,20,No Damage,rain
BRONX,10465.0,40.798256,-73.82744,Following Too Closely,Taxi,2018-09-01 17:20:00,September,17,Saturday,1,Injured or Killed,partly-cloudy
MANHATTAN,10065.0,40.759617,-73.95813,Traffic Control Disregarded,Taxi,2018-09-04 12:30:00,September,12,Tuesday,4,No Damage,rain
BRONX,10451.0,40.810223,-73.93103,Turning Improperly,Taxi,2018-09-13 19:06:00,September,19,Thursday,13,No Damage,rain
QUEENS,11432.0,40.71604,-73.80504,Driver Inattention/Distraction,Taxi,2018-09-19 14:30:00,September,14,Wednesday,19,No Damage,rain
